mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_iter_no_change,param_tol,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1437.4817061424255,10.513575315475464,42.074059009552,0.8275012969970703,friedman_mse,0.01,log_loss,5,log2,2,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5541872689554055,0.5551799035263197,0.5546835862408626,0.0004963172854571263,15
285.79815542697906,2.609718680381775,8.622359037399292,0.05502915382385254,friedman_mse,0.01,log_loss,5,log2,10,2,100,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100, 'n_iter_no_change': 5, 'tol': 0.0001}",0.530209324452902,0.5295991701859672,0.5299042473194346,0.00030507713346739074,22
1432.0621724128723,7.578536510467529,40.10149347782135,1.0905920267105103,friedman_mse,0.01,log_loss,5,log2,10,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5533761756952785,0.55523449655479,0.5543053361250343,0.0009291604297557154,16
173.562682390213,0.6720449924468994,7.261292934417725,0.11879181861877441,friedman_mse,0.001,log_loss,3,log2,2,2,100,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5093431704387703,0.5108854599267674,0.5101143151827688,0.0007711447439985308,31
874.2375469207764,4.901875019073486,35.143423676490784,0.08041179180145264,friedman_mse,0.001,log_loss,3,log2,2,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.511702359969428,0.5123789692056324,0.5120406645875302,0.00033830461810219203,30
177.8489509820938,0.9390937089920044,7.3233524560928345,0.05587804317474365,friedman_mse,0.001,log_loss,3,log2,10,2,100,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5098501037263496,0.5083780801191687,0.5091140919227592,0.0007360118035904528,32
866.4243506193161,0.9677842855453491,28.885775804519653,0.1707158088684082,friedman_mse,0.001,log_loss,3,log2,10,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5111018389979879,0.5137437949173891,0.5124228169576885,0.0013209779597005977,29
277.50510585308075,0.5228623151779175,8.166039943695068,0.5125455856323242,friedman_mse,0.001,log_loss,5,log2,2,2,100,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5235022071095444,0.5241398673389408,0.5238210372242427,0.00031883011469818756,26
762.4732168912888,22.23234713077545,18.343397974967957,2.400328278541565,friedman_mse,0.001,log_loss,5,log2,2,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.527234016003494,0.5275714291285003,0.5274027225659972,0.00016870656250317362,23
217.29127597808838,16.407841682434082,4.910597324371338,0.2784726619720459,friedman_mse,0.001,log_loss,5,log2,10,2,100,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100, 'n_iter_no_change': 5, 'tol': 0.0001}",0.524274305501396,0.5258010552052503,0.5250376803533232,0.0007633748519271788,25
660.459916472435,4.166489958763123,10.458603024482727,0.5803090333938599,friedman_mse,0.001,log_loss,5,log2,10,2,500,5,0.0001,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 500, 'n_iter_no_change': 5, 'tol': 0.0001}",0.5276005677652821,0.5271892779292084,0.5273949228472452,0.00020564491803681806,24
